# BCCWJ 長単位語彙表 ver1.0, frequência ≥ 2 (NINJAL, doi:10.15084/00003214). Só os compostos
# nominais (lema que não existe como unidade curta: 飛行機, 金曜日, 新幹線), sem nome próprio
# nem numeral, frequência ≥ 20. `coloquial_pmw` = Yahoo!知恵袋 + Yahoo!ブログ, a mesma régua de
# freq_bccwj_ja.tsv — é por ela que o composto ganha um rank comparável ao das palavras simples.
# lemma	lForm	pos	frequency	coloquial_pmw
根本的	コンポンテキ	形状詞-一般	1223	18.9765
御料理	オリョウリ	名詞-普通名詞-一般	338	18.9612
喫茶店	キッサテン	名詞-普通名詞-一般	905	18.9450
息子さん	ムスコサン	名詞-普通名詞-一般	511	18.9447
御散歩	オサンポ	名詞-普通名詞-一般	196	18.9403
反対側	ハンタイガワ	名詞-普通名詞-一般	976	18.9032
交通費	コウツウヒ	名詞-普通名詞-一般	363	18.8914
出品者様	シュッピンシャサマ	名詞-普通名詞-一般	162	18.8698
徹底的	テッテイテキ	形状詞-一般	1521	18.8445
定休日	テイキュウニチ	名詞-普通名詞-一般	244	18.8083
プリンタ	プリンタ	名詞-普通名詞-一般	449	18.7906
コントロールパネル	コントロールパネル	名詞-普通名詞-一般	275	18.7535
領収書	リョウシュウショ	名詞-普通名詞-一般	488	18.7431
胡麻油	ゴマユ	名詞-普通名詞-一般	391	18.7387
蛋白質	タンパクシツ	名詞-普通名詞-一般	1439	18.7328
調味料	チョウミリョウ	名詞-普通名詞-一般	652	18.7278
不細工	ブサイク	名詞-普通名詞-一般	215	18.6957
御馳走	ゴチソウ	名詞-普通名詞-一般	863	18.6863
忘年会	ボウネンカイ	名詞-普通名詞-一般	257	18.6707
選手達	センシュタチ	名詞-普通名詞-一般	556	18.6124
東方神起	トウホウシンキ	名詞-普通名詞-一般	153	18.5967
投資家	トウシカ	名詞-普通名詞-一般	831	18.5964
御小遣い	オコヅカイ	名詞-普通名詞-一般	271	18.5372
市役所	シヤクショ	名詞-普通名詞-一般	1256	18.4736
ハローワーク	ハローワーク	名詞-普通名詞-一般	234	18.4417
一生懸命	イッショウケンメイ	形状詞-一般	657	18.4320
拡張子	カクチョウシ	名詞-普通名詞-一般	294	18.4099
日本一	ニッポンイチ	名詞-普通名詞-一般	544	18.3846
再放送	サイホウソウ	名詞-普通名詞-一般	208	18.3578
小児科	ショウニカ	名詞-普通名詞-一般	316	18.3094
御陰様	オカゲサマ	名詞-普通名詞-一般	342	18.2950
予防接種	ヨボウセッシュ	名詞-普通名詞-一般	549	18.2093
意味不明	イミフメイ	形状詞-一般	300	18.1884
冷凍庫	レイトウコ	名詞-普通名詞-一般	288	18.1777
インターネットオプション	インターネットオプション	名詞-普通名詞-一般	176	18.1556
自己責任	ジコセキニン	名詞-普通名詞-一般	356	18.1456
目的地	モクテキチ	名詞-普通名詞-一般	599	18.1359
高校時代	コウコウジダイ	名詞-普通名詞-一般	490	18.1303
御喋り	オシャベリ	名詞-普通名詞-一般	795	18.0408
芸能界	ゲイノウカイ	名詞-普通名詞-一般	365	18.0080
トップページ	トップページ	名詞-普通名詞-一般	249	17.9924
現実的	ゲンジツテキ	形状詞-一般	1159	17.9765
使い勝手	ツカイカッテ	名詞-普通名詞-一般	426	17.9500
短時間	タンジカン	名詞-普通名詞-一般	638	17.9397
証券会社	ショウケンガイシャ	名詞-普通名詞-一般	581	17.9020
食生活	ショクセイカツ	名詞-普通名詞-一般	1059	17.8548
裁判所	サイバンショ	名詞-普通名詞-一般	2520	17.8124
韓国語	カンコクゴ	名詞-普通名詞-一般	334	17.7915
御腹一杯	オナカイッパイ	形状詞-一般	184	17.7765
コンピュータ	コンピュータ	名詞-普通名詞-一般	2499	17.7647
御顔	オカオ	名詞-普通名詞-一般	366	17.7446
花火大会	ハナビタイカイ	名詞-普通名詞-一般	235	17.7390
所得税	ショトクゼイ	名詞-普通名詞-一般	1182	17.7272
走行距離	ソウコウキョリ	名詞-普通名詞-一般	201	17.6910
整形外科	セイケイゲカ	名詞-普通名詞-一般	235	17.6851
女子高生	ジョシコウセイ	名詞-普通名詞-一般	286	17.6486
甲子園	コウシエン	名詞-普通名詞-一般	376	17.6330
卒業式	ソツギョウシキ	名詞-普通名詞-一般	441	17.6174
御爺ちゃん	オジイチャン	名詞-普通名詞-一般	677	17.6067
口座番号	コウザバンゴウ	名詞-普通名詞-一般	181	17.6055
三年前	サンネンマエ	名詞-普通名詞-一般	633	17.5958
日本代表	ニッポンダイヒョウ	名詞-普通名詞-一般	344	17.5537
御心配	ゴシンパイ	名詞-普通名詞-一般	391	17.5269
御水	オミズ	名詞-普通名詞-一般	210	17.5166
御近所	ゴキンジョ	名詞-普通名詞-一般	281	17.5007
御墓	オハカ	名詞-普通名詞-一般	507	17.4582
御協力	ゴキョウリョク	名詞-普通名詞-一般	1054	17.4167
数日前	スウジツマエ	名詞-普通名詞-一般	314	17.3952
不愉快	フユカイ	形状詞-一般	609	17.3678
体験談	タイケンダン	名詞-普通名詞-一般	299	17.3419
リアルタイム	リアルタイム	名詞-普通名詞-一般	381	17.3050
容疑者	ヨウギシャ	名詞-普通名詞-一般	520	17.3000
飲食店	インショクテン	名詞-普通名詞-一般	483	17.2941
筋肉痛	キンニクツウ	名詞-普通名詞-一般	288	17.2894
母ちゃん	ハハチャン	名詞-普通名詞-一般	492	17.2738
テレビ番組	テレビバングミ	名詞-普通名詞-一般	479	17.1830
美容外科	ビヨウゲカ	名詞-普通名詞-一般	146	17.1786
御ばあさん	オバアサン	名詞-普通名詞-一般	1127	17.0935
広さ	ヒロサ	名詞-普通名詞-一般	1000	17.0617
当ブログ	トウブログ	名詞-普通名詞-一般	140	17.0360
御二人	オフタリ	名詞-普通名詞-一般	545	17.0195
冊子小包み	サッシコヅツミ	名詞-普通名詞-一般	148	17.0024
人間性	ニンゲンセイ	名詞-普通名詞-一般	696	16.9927
危険性	キケンセイ	名詞-普通名詞-一般	1344	16.9924
質問欄	シツモンラン	名詞-普通名詞-一般	147	16.9918
商店街	ショウテンガイ	名詞-普通名詞-一般	980	16.9300
女友達	オンナトモダチ	名詞-普通名詞-一般	344	16.9126
第二弾	ダイニダン	名詞-普通名詞-一般	250	16.8772
貴方自身	アナタジシン	名詞-普通名詞-一般	431	16.8757
女優さん	ジョユウサン	名詞-普通名詞-一般	216	16.8601
最低限	サイテイゲン	名詞-普通名詞-一般	436	16.8495
リンク先	リンクサキ	名詞-普通名詞-一般	217	16.8392
御寿司	オスシ	名詞-普通名詞-一般	234	16.8292
厚生年金	コウセイネンキン	名詞-普通名詞-一般	786	16.8174
一年前	イチネンマエ	名詞-普通名詞-一般	523	16.7918
御問い合わせ	オトイアワセ	名詞-普通名詞-一般	824	16.7765
気分転換	キブンテンカン	名詞-普通名詞-一般	291	16.7549
御好き	オスキ	形状詞-一般	364	16.7440
交通事故	コウツウジコ	名詞-普通名詞-一般	1314	16.7228
ボディ	ボディ	名詞-普通名詞-一般	653	16.6545
東京ドーム	トウキョウドーム	名詞-普通名詞-一般	224	16.6442
宅急便	タクキュウビン	名詞-普通名詞-一般	206	16.6061
大満足	ダイマンゾク	形状詞-一般	223	16.5861
派遣社員	ハケンシャイン	名詞-普通名詞-一般	188	16.5269
ツールバー	ツールバー	名詞-普通名詞-一般	459	16.4311
生活費	セイカツヒ	名詞-普通名詞-一般	527	16.3996
出版社	シュッパンシャ	名詞-普通名詞-一般	739	16.3899
要注意	ヨウチュウイ	名詞-普通名詞-一般	508	16.3896
本屋さん	ホンヤサン	名詞-普通名詞-一般	208	16.3846
金メダル	キンメダル	名詞-普通名詞-一般	247	16.3584
販売店	ハンバイテン	名詞-普通名詞-一般	295	16.3575
体調不良	タイチョウフリョウ	名詞-普通名詞-一般	184	16.3478
落札後	ラクサツゴ	名詞-普通名詞-一般	145	16.3041
大人気	ダイニンキ	名詞-普通名詞-一般	349	16.3000
削除隊	サクジョタイ	名詞-普通名詞-一般	140	16.2935
全国的	ゼンコクテキ	形状詞-一般	1312	16.2894
セキュリティ	セキュリティ	名詞-普通名詞-一般	393	16.2832
問題無し	モンダイナシ	名詞-普通名詞-一般	193	16.2785
視聴者	シチョウシャ	名詞-普通名詞-一般	472	16.2732
無関係	ムカンケイ	形状詞-一般	949	16.2626
客観的	キャッカンテキ	形状詞-一般	1355	16.2467
御祝儀	ゴシュウギ	名詞-普通名詞-一般	182	16.2196
必要性	ヒツヨウセイ	名詞-普通名詞-一般	2382	16.1939
未成年	ミセイネン	名詞-普通名詞-一般	279	16.1933
微塵切り	ミジンギリ	名詞-普通名詞-一般	674	16.1356
其れ以前	ソレイゼン	名詞-普通名詞-一般	863	16.0773
炊飯器	スイハンキ	名詞-普通名詞-一般	311	16.0720
犯罪者	ハンザイシャ	名詞-普通名詞-一般	510	16.0667
希望落札価格	キボウラクサツカカク	名詞-普通名詞-一般	139	16.0608
無責任	ムセキニン	形状詞-一般	531	16.0454
基礎知識	キソチシキ	名詞-普通名詞-一般	336	16.0254
精一杯	セイイッパイ	形状詞-一般	674	16.0195
オリーブオイル	オリーブオイル	名詞-普通名詞-一般	303	16.0089
都道府県	トドウフケン	名詞-普通名詞-一般	2620	16.0086
下記サイト	カキサイト	名詞-普通名詞-一般	137	15.9815
無意味	ムイミ	形状詞-一般	715	15.9450
最低落札価格	サイテイラクサツカカク	名詞-普通名詞-一般	138	15.9444
心療内科	シンリョウナイカ	名詞-普通名詞-一般	176	15.9235
御機嫌	ゴキゲン	名詞-普通名詞-一般	460	15.9141
記念日	キネンヒ	名詞-普通名詞-一般	208	15.8822
落札者さん	ラクサツシャサン	名詞-普通名詞-一般	136	15.8386
就職活動	シュウショクカツドウ	名詞-普通名詞-一般	248	15.8339
御見舞い	オミマイ	名詞-普通名詞-一般	323	15.8024
生理痛	セイリツウ	名詞-普通名詞-一般	227	15.7540
御年寄り	オトシヨリ	名詞-普通名詞-一般	878	15.7281
日本国内	ニッポンコクナイ	名詞-普通名詞-一般	687	15.6966
糖尿病	トウニョウビョウ	名詞-普通名詞-一般	894	15.6857
御名前	オナマエ	名詞-普通名詞-一般	343	15.6807
存在感	ソンザイカン	名詞-普通名詞-一般	719	15.5967
一週間前	イッシュウカンマエ	名詞-普通名詞-一般	339	15.5908
有り方	アリカタ	名詞-普通名詞-一般	3973	15.5702
郵政民営化	ユウセイミンエイカ	名詞-普通名詞-一般	254	15.5637
自己紹介	ジコショウカイ	名詞-普通名詞-一般	293	15.4476
体脂肪率	カラダシボウリツ	名詞-普通名詞-一般	166	15.4376
加害者	カガイシャ	名詞-普通名詞-一般	650	15.4370
御挨拶	ゴアイサツ	名詞-普通名詞-一般	362	15.4326
歯医者さん	ハイシャサン	名詞-普通名詞-一般	170	15.4317
有酸素運動	ユウサンソウンドウ	名詞-普通名詞-一般	191	15.4102
期間限定	キカンゲンテイ	名詞-普通名詞-一般	182	15.3215
食パン	ショクパン	名詞-普通名詞-一般	214	15.3000
市町村	シチョウソン	名詞-普通名詞-一般	3386	15.2994
一敗	イチパイ	名詞-普通名詞-一般	194	15.2953
ホークス	ホークス	名詞-普通名詞-一般	136	15.2844
短期間	タンキカン	名詞-普通名詞-一般	797	15.2841
御注意	ゴチュウイ	名詞-普通名詞-一般	249	15.2467
集中力	シュウチュウリョク	名詞-普通名詞-一般	497	15.2420
塩胡椒	シオコショウ	名詞-普通名詞-一般	139	15.2364
喫煙者	キツエンシャ	名詞-普通名詞-一般	232	15.2358
御給料	オキュウリョウ	名詞-普通名詞-一般	190	15.1830
寂しさ	サビシサ	名詞-普通名詞-一般	657	15.1306
郵便物	ユウビンブツ	名詞-普通名詞-一般	380	15.1247
日常生活	ニチジョウセイカツ	名詞-普通名詞-一般	1820	15.0882
御好み焼き	オコノミヤキ	名詞-普通名詞-一般	208	15.0460
世界一	セカイイチ	名詞-普通名詞-一般	557	14.9986
山本クリニック美容外科	ヤマモトクリニックビヨウゲカ	名詞-普通名詞-一般	123	14.9674
悪影響	アクエイキョウ	名詞-普通名詞-一般	650	14.8869
観光地	カンコウチ	名詞-普通名詞-一般	476	14.8819
個性的	コセイテキ	形状詞-一般	725	14.8557
御家族	ゴカゾク	名詞-普通名詞-一般	454	14.8077
日本政府	ニッポンセイフ	名詞-普通名詞-一般	1083	14.8027
ベット	ベット	名詞-普通名詞-一般	167	14.7602
頭痛・目眩・ペインクリニック・神経ブロック・疼痛治療・東京都	ズツウメマイペインクリニックシンケイブロックトウツウチリョウトウキョウト	名詞-普通名詞-一般	121	14.7240
緊張感	キンチョウカン	名詞-普通名詞-一般	702	14.7078
御近く	オチカク	名詞-普通名詞-一般	219	14.6966
航空会社	コウクウガイシャ	名詞-普通名詞-一般	399	14.6910
中古車	チュウコシャ	名詞-普通名詞-一般	180	14.6486
扇風機	センプウキ	名詞-普通名詞-一般	254	14.6279
セブンイレブン	セブンイレブン	名詞-普通名詞-一般	167	14.6173
七人	ナナニン	名詞-普通名詞-一般	759	14.6123
出会い系	デアイケイ	名詞-普通名詞-一般	131	14.6061
救急車	キュウキュウシャ	名詞-普通名詞-一般	682	14.5908
大家さん	オオヤサン	名詞-普通名詞-一般	219	14.5855
ドライバ	ドライバ	名詞-普通名詞-一般	243	14.5743
御気軽	オキガル	形状詞-一般	430	14.5652
テレビ局	テレビキョク	名詞-普通名詞-一般	464	14.5643
退職金	タイショクキン	名詞-普通名詞-一般	635	14.5534
ピンク色	ピンクイロ	名詞-普通名詞-一般	428	14.5490
範囲内	ハンイナイ	名詞-普通名詞-一般	1231	14.5378
御気持ち	オキモチ	名詞-普通名詞-一般	349	14.5110
不動産屋	フドウサンヤ	名詞-普通名詞-一般	245	14.5057
登場人物	トウジョウジンブツ	名詞-普通名詞-一般	590	14.5013
御返事	オヘンジ	名詞-普通名詞-一般	272	14.4320
消費者金融	ショウヒシャキンユウ	名詞-普通名詞-一般	182	14.4264
問題点	モンダイテン	名詞-普通名詞-一般	2126	14.4058
代表的	ダイヒョウテキ	形状詞-一般	1529	14.3952
面白さ	オモシロサ	名詞-普通名詞-一般	635	14.3743
受験生	ジュケンセイ	名詞-普通名詞-一般	260	14.3637
準決勝	ジュンケッショウ	名詞-普通名詞-一般	285	14.3165
呼び方	ヨビカタ	名詞-普通名詞-一般	420	14.2255
厚さ	アツサ	名詞-普通名詞-一般	839	14.2205
食べ過ぎ	タベスギ	形状詞-一般	221	14.2154
タスクバー	タスクバー	名詞-普通名詞-一般	195	14.2039
兄ちゃん	アニチャン	名詞-普通名詞-一般	368	14.1524
友人達	ユウジンタチ	名詞-普通名詞-一般	733	14.1518
意味合い	イミアイ	名詞-普通名詞-一般	601	14.1306
美容室	ビヨウシツ	名詞-普通名詞-一般	164	14.1303
開始価格	カイシカカク	名詞-普通名詞-一般	122	14.1035
アクセス解析	アクセスカイセキ	名詞-普通名詞-一般	132	14.0675
御粥	オカユ	名詞-普通名詞-一般	327	14.0513
竜前住研	リュウゼンジュウケン	名詞-普通名詞-一般	115	13.9939
若さ	ワカサ	名詞-普通名詞-一般	715	13.9933
時間的	ジカンテキ	形状詞-一般	557	13.9880
獣医さん	ジュウイサン	名詞-普通名詞-一般	160	13.9768
此れ以上	コレイジョウ	名詞-普通名詞-一般	692	13.9296
将来的	ショウライテキ	形状詞-一般	479	13.7758
キリスト教	キリストキョウ	名詞-普通名詞-一般	1327	13.7655
派遣先	ハケンサキ	名詞-普通名詞-一般	280	13.7649
社会保険	シャカイホケン	名詞-普通名詞-一般	395	13.7596
撮影場所	サツエイバショ	名詞-普通名詞-一般	153	13.7452
精神科	セイシンカ	名詞-普通名詞-一般	287	13.7440
国会議員	コッカイギイン	名詞-普通名詞-一般	627	13.7178
阪神ファン	ハンシンファン	名詞-普通名詞-一般	146	13.7175
労働者	ロウドウシャ	名詞-普通名詞-一般	3238	13.7022
寝不足	ネブソク	名詞-普通名詞-一般	184	13.6969
東京タワー	トウキョウタワー	名詞-普通名詞-一般	182	13.6710
健康保険	ケンコウホケン	名詞-普通名詞-一般	499	13.6592
ママさん	ママサン	名詞-普通名詞-一般	179	13.6335
百人	ヒャクニン	名詞-普通名詞-一般	882	13.6176
